artist_urn,label
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Capitol Music France
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Capitol Music France
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Capitol Music France
2UwqpfQtNuhBwviIC0f2ie,Trente-quatre Centimes
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Capitol Music France
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Capitol Music France
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Capitol Music France
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Capitol Music France
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Capitol Music France
2UwqpfQtNuhBwviIC0f2ie,Sale Sonorité Records
2UwqpfQtNuhBwviIC0f2ie,Privaty Prod
2UwqpfQtNuhBwviIC0f2ie,Privaty Prod
2UwqpfQtNuhBwviIC0f2ie,Trente-quatre Centimes
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Capitol Music France
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Capitol Music France
2UwqpfQtNuhBwviIC0f2ie,RCA Group
2UwqpfQtNuhBwviIC0f2ie,Culture Records
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Capitol Music France
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Capitol Music France
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Capitol Music France
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Capitol Music France
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Capitol Music France
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Capitol Music France
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Capitol Music France
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Polydor
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,Rec. 118 / Mal Luné Music
2UwqpfQtNuhBwviIC0f2ie,Rec. 118 / Mal Luné Music
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Polydor
2UwqpfQtNuhBwviIC0f2ie,Rec. 118
2UwqpfQtNuhBwviIC0f2ie,Rec. 118
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Island Def Jam
2UwqpfQtNuhBwviIC0f2ie,RCA Group
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Capitol Music France
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Capitol Music France
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Capitol Music France
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,Stellar 90 under exclusive license Animal 63
2UwqpfQtNuhBwviIC0f2ie,"UMG Recordings, Inc."
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Island Def Jam
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Polydor
2UwqpfQtNuhBwviIC0f2ie,Wagram Music
2UwqpfQtNuhBwviIC0f2ie,Universal Music Distribution Deal
2UwqpfQtNuhBwviIC0f2ie,Rixa Neves
2UwqpfQtNuhBwviIC0f2ie,Wagram Music / 3ème Bureau
2UwqpfQtNuhBwviIC0f2ie,Cyril M
2UwqpfQtNuhBwviIC0f2ie,Universal Music Distribution Deal
2UwqpfQtNuhBwviIC0f2ie,Universal Music S.A.
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Capitol Music France
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Capitol Music France
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Capitol Music France
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Capitol Music France
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Capitol Music France
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Capitol Music France
2UwqpfQtNuhBwviIC0f2ie,Corbakh Music
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Capitol Music France
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Capitol Music France
2UwqpfQtNuhBwviIC0f2ie,Universal Music Division Capitol Music France
2UwqpfQtNuhBwviIC0f2ie,Unilab
2UwqpfQtNuhBwviIC0f2ie,Universal Music Distribution Deal
2UwqpfQtNuhBwviIC0f2ie,Universal Music Distribution Deal
2UwqpfQtNuhBwviIC0f2ie,Vangarde Music
2UwqpfQtNuhBwviIC0f2ie,Vangarde Music
2UwqpfQtNuhBwviIC0f2ie,OKLMofficial
2UwqpfQtNuhBwviIC0f2ie,27 Record's
396eHybVCEUr0PcED4yFga,SKC M29
396eHybVCEUr0PcED4yFga,SKC M29
396eHybVCEUr0PcED4yFga,SKC M29
396eHybVCEUr0PcED4yFga,Polydor Records
396eHybVCEUr0PcED4yFga,GeeYou
396eHybVCEUr0PcED4yFga,Twin Music Inc
396eHybVCEUr0PcED4yFga,D-Block Europe
396eHybVCEUr0PcED4yFga,SKC M29
396eHybVCEUr0PcED4yFga,SKC M29
396eHybVCEUr0PcED4yFga,Polydor Records
396eHybVCEUr0PcED4yFga,GeeYou
396eHybVCEUr0PcED4yFga,Twin Music Inc
396eHybVCEUr0PcED4yFga,D-Block Europe
396eHybVCEUr0PcED4yFga,D-Block Europe
396eHybVCEUr0PcED4yFga,D-Block Europe
396eHybVCEUr0PcED4yFga,Relentless Records
396eHybVCEUr0PcED4yFga,Relentless Records
396eHybVCEUr0PcED4yFga,GLITCHGANG
396eHybVCEUr0PcED4yFga,OFB SJ
396eHybVCEUr0PcED4yFga,Universal-Island Records Ltd.
396eHybVCEUr0PcED4yFga,Nafe Smallz
396eHybVCEUr0PcED4yFga,Underrated Legends
396eHybVCEUr0PcED4yFga,Rec. 118
396eHybVCEUr0PcED4yFga,Rec. 118
396eHybVCEUr0PcED4yFga,AJ Tracey
396eHybVCEUr0PcED4yFga,Caroline International (S&D)
396eHybVCEUr0PcED4yFga,Columbia
396eHybVCEUr0PcED4yFga,Yung Fume
396eHybVCEUr0PcED4yFga,2TE Records
396eHybVCEUr0PcED4yFga,6ix7even
396eHybVCEUr0PcED4yFga,D-Block Europe
396eHybVCEUr0PcED4yFga,SDC / Prem Ent.
396eHybVCEUr0PcED4yFga,NEW GEN
396eHybVCEUr0PcED4yFga,GB Records London
396eHybVCEUr0PcED4yFga,Dblock Europe
396eHybVCEUr0PcED4yFga,Dblock europe
396eHybVCEUr0PcED4yFga,Dblock Europe
396eHybVCEUr0PcED4yFga,Dblock europe
396eHybVCEUr0PcED4yFga,Dblock Europe
396eHybVCEUr0PcED4yFga,dblock europe
396eHybVCEUr0PcED4yFga,Defenders Entertainment
396eHybVCEUr0PcED4yFga,Independent
396eHybVCEUr0PcED4yFga,Ruff Ryders / IDJ
396eHybVCEUr0PcED4yFga,Ruff Ryders / IDJ
396eHybVCEUr0PcED4yFga,GB Records
396eHybVCEUr0PcED4yFga,Alwayz Music Ltd
1lB3I3SI30v2ZOpR4XQqzJ,Rec. 118
1lB3I3SI30v2ZOpR4XQqzJ,Rec. 118
1lB3I3SI30v2ZOpR4XQqzJ,"Jardins Noirs, AllPoints"
1lB3I3SI30v2ZOpR4XQqzJ,Rec. 118
1lB3I3SI30v2ZOpR4XQqzJ,Universal Music Division Capitol Music France
1lB3I3SI30v2ZOpR4XQqzJ,Rec. 118
1lB3I3SI30v2ZOpR4XQqzJ,Rien 100 Rien
1lB3I3SI30v2ZOpR4XQqzJ,Rec. 118
1lB3I3SI30v2ZOpR4XQqzJ,Rec. 118
1lB3I3SI30v2ZOpR4XQqzJ,Rec. 118
1lB3I3SI30v2ZOpR4XQqzJ,Rec. 118
1lB3I3SI30v2ZOpR4XQqzJ,Rec. 118
1lB3I3SI30v2ZOpR4XQqzJ,Rec. 118
1lB3I3SI30v2ZOpR4XQqzJ,Rec. 118
1lB3I3SI30v2ZOpR4XQqzJ,Rec. 118
1lB3I3SI30v2ZOpR4XQqzJ,Rec. 118
1lB3I3SI30v2ZOpR4XQqzJ,"Jardins Noirs, AllPoints"
1lB3I3SI30v2ZOpR4XQqzJ,Rec. 118
1lB3I3SI30v2ZOpR4XQqzJ,Universal Music Division Capitol Music France
1lB3I3SI30v2ZOpR4XQqzJ,Rec. 118
1lB3I3SI30v2ZOpR4XQqzJ,Rien 100 Rien
1lB3I3SI30v2ZOpR4XQqzJ,Rec. 118
1lB3I3SI30v2ZOpR4XQqzJ,Rec. 118
1lB3I3SI30v2ZOpR4XQqzJ,Rec. 118
1lB3I3SI30v2ZOpR4XQqzJ,Rec. 118
1lB3I3SI30v2ZOpR4XQqzJ,Rec. 118
1lB3I3SI30v2ZOpR4XQqzJ,Rec. 118
1lB3I3SI30v2ZOpR4XQqzJ,Rec. 118
1lB3I3SI30v2ZOpR4XQqzJ,Rec. 118
1lB3I3SI30v2ZOpR4XQqzJ,"Balai Steak, Allpoints"
1lB3I3SI30v2ZOpR4XQqzJ,Universal Music Division Capitol Music France
1lB3I3SI30v2ZOpR4XQqzJ,"Balai Steak, Allpoints"
1lB3I3SI30v2ZOpR4XQqzJ,Universal Music Division Capitol Music France
1lB3I3SI30v2ZOpR4XQqzJ,Universal Music Division Capitol Music France
1lB3I3SI30v2ZOpR4XQqzJ,Universal Music Division Capitol Music France
1lB3I3SI30v2ZOpR4XQqzJ,Rec. 118
1lB3I3SI30v2ZOpR4XQqzJ,Rec. 118
1lB3I3SI30v2ZOpR4XQqzJ,D'Or et de Platine
